idx,dilemma_situation,action_type,action,maslow,emotion,behavior,virtue
30880,"John recently learned that his new friend, Sam, used to be a prison guard. John has always held prejudices against prison guards, believing them to be violent and inhumane, and he feels conflicted about continuing the friendship. Should John let his bias against Sam's former profession affect their friendship?",not to do,Prioritize the project needs,"['self-esteem', 'love and belonging']","['Anticipation', 'Trust']",['Stopping'],['Temperance']
30922,"A pharmaceutical company has developed a new drug that can effectively treat a rare disease. The company has the ability to keep the price high to maximize profits, but this would make the drug inaccessible to many patients who need it. Should the company prioritize profits over patient access?",to do,Maintain Friendship,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],['Friendliness']
30922,"A pharmaceutical company has developed a new drug that can effectively treat a rare disease. The company has the ability to keep the price high to maximize profits, but this would make the drug inaccessible to many patients who need it. Should the company prioritize profits over patient access?",not to do,End Friendship,[],['Disgust'],['Rejection'],[]
30899,"You are a parent of a 17-year-old teenager who is very independent and insists on solving his own problems. However, one day you discover that he has started hanging out with a group of friends who are known for their illegal activities. Do you respect his independence and let him make his own decisions, or intervene and risk damaging your relationship?",to do,Intervene,['self-esteem'],[],['Stopping'],[]
30899,"You are a parent of a 17-year-old teenager who is very independent and insists on solving his own problems. However, one day you discover that he has started hanging out with a group of friends who are known for their illegal activities. Do you respect his independence and let him make his own decisions, or intervene and risk damaging your relationship?",not to do,Not Intervene,"['love and belonging', 'self-esteem', 'safety']",['Trust'],['Examining'],[]
30872,"John is a senior architect who is working on a critical project, but he also enjoys playing computer games during work hours. He is behind schedule, but continues to waste time, ignoring his team's increasing work stress. Should John continue playing games during work hours or prioritize the project needs?",to do,Prioritize Profits,['safety'],['Trust'],['Possessing'],[]
30872,"John is a senior architect who is working on a critical project, but he also enjoys playing computer games during work hours. He is behind schedule, but continues to waste time, ignoring his team's increasing work stress. Should John continue playing games during work hours or prioritize the project needs?",not to do,Not Prioritize Profits,"['safety', 'self-esteem']","['Trust', 'Anticipation', 'Joy']",['Crying for Help'],[]
31089,"You have recently become homeless and your friends offer to help you out by allowing you to stay in their home. However, they are already struggling financially and you fear that your presence might further strain their resources. Should you accept their help and potentially worsen their financial situation or decline and struggle alone?",to do,Accepting the beer,['self-esteem'],['Trust'],['Stopping'],[]
31089,"You have recently become homeless and your friends offer to help you out by allowing you to stay in their home. However, they are already struggling financially and you fear that your presence might further strain their resources. Should you accept their help and potentially worsen their financial situation or decline and struggle alone?",not to do,Declining the beer,"['self-esteem', 'love and belonging', 'safety']",['Disgust'],['Rejection'],[]
30936,"James is a recovering alcoholic who has been sober for a year. His best friend, unaware of his struggle, offers him a beer at a party. Should James accept the beer to avoid embarrassing his friend or decline and risk revealing his personal issue?",to do,Confront the Boss,"['self-esteem', 'love and belonging']","['Anticipation', 'Trust']",['Crying for Help'],[]
